"Freq [GHz]","S(1,1) []"
4.011,-0.531722707875241 + 0.768647713912987i
4.012,-0.530837802948632 + 0.769106020004926i
4.013,-0.529951009077253 + 0.769563557093019i
4.014,-0.529062319781639 + 0.770020321354312i
4.015,-0.528171728557057 + 0.77047630892518i
4.016,-0.527279228873448 + 0.770931515901033i
4.017,-0.526384814175348 + 0.771385938336013i
4.018,-0.525488477881837 + 0.771839572242695i
4.019,-0.524590213386465 + 0.772292413591785i
4.02,-0.523690014057191 + 0.772744458311809i
4.021,-0.522787873236315 + 0.7731957022888i
4.022,-0.521883784240417 + 0.773646141365994i
4.023,-0.520977740360293 + 0.774095771343507i
4.024,-0.520069734860892 + 0.774544587978016i
4.025,-0.519159760981253 + 0.774992586982444i
4.026,-0.518247811934441 + 0.775439764025628i
4.027,-0.517333880907487 + 0.775886114731992i
4.028,-0.516417961061329 + 0.776331634681219i
4.029,-0.515500045530745 + 0.77677631940792i
4.03,-0.514580127424299 + 0.777220164401287i
4.031,-0.513658199824277 + 0.777663165104763i
4.032,-0.512734255786631 + 0.778105316915688i
4.033,-0.511808288340918 + 0.77854661518497i
4.034,-0.510880290490241 + 0.778987055216714i
4.035,-0.509950255211196 + 0.779426632267886i
4.036,-0.509018175453811 + 0.779865341547946i
4.037,-0.508084044141489 + 0.780303178218499i
4.038,-0.507147854170959 + 0.780740137392919i
4.039,-0.506209598412213 + 0.781176214135996i
4.04,-0.505269269708457 + 0.781611403463557i
4.041,-0.504326860876056 + 0.782045700342099i
4.042,-0.503382364704479 + 0.782479099688411i
4.043,-0.502435773956252 + 0.782911596369195i
4.044,-0.501487081366901 + 0.78334318520068i
4.045,-0.500536279644908 + 0.783773860948237i
4.046,-0.499583361471653 + 0.784203618325993i
4.047,-0.498628319501375 + 0.78463245199643i
4.048,-0.497671146361115 + 0.785060356569992i
4.049,-0.496711834650674 + 0.785487326604684i
4.05,-0.495750376942566 + 0.785913356605665i
4.051,-0.494786765781973 + 0.786338441024844i
4.052,-0.493820993686699 + 0.786762574260461i
4.053,-0.492853053147127 + 0.78718575065668i
4.054,-0.491882936626179 + 0.787607964503161i
4.055,-0.490910636559271 + 0.788029210034642i
4.056,-0.489936145354275 + 0.788449481430511i
4.057,-0.488959455391481 + 0.788868772814372i
4.058,-0.487980559023558 + 0.789287078253615i
4.059,-0.486999448575509 + 0.789704391758969i
4.06,-0.486016116344652 + 0.790120707284071i
4.061,-0.485030554600568 + 0.790536018725007i
4.062,-0.484042755585078 + 0.790950319919867i
4.063,-0.483052711512209 + 0.79136360464829i
4.064,-0.482060414568157 + 0.791775866631003i
4.065,-0.481065856911266 + 0.792187099529361i
4.066,-0.480069030671994 + 0.792597296944871i
4.067,-0.479069927952887 + 0.793006452418735i
4.068,-0.478068540828552 + 0.793414559431355i
4.069,-0.477064861345638 + 0.793821611401872i
4.07,-0.476058881522805 + 0.794227601687666i
4.071,-0.475050593350709 + 0.794632523583877i
4.072,-0.474039988791976 + 0.795036370322905i
4.073,-0.473027059781195 + 0.795439135073919i
4.074,-0.472011798224884 + 0.795840810942346i
4.075,-0.470994196001492 + 0.796241390969371i
4.076,-0.469974244961375 + 0.796640868131426i
4.077,-0.468951936926783 + 0.797039235339668i
4.078,-0.467927263691857 + 0.797436485439464i
4.079,-0.466900217022617 + 0.797832611209863i
4.08,-0.465870788656953 + 0.79822760536307i
4.081,-0.464838970304622 + 0.798621460543903i
4.082,-0.463804753647248 + 0.799014169329265i
4.083,-0.462768130338314 + 0.799405724227588i
4.084,-0.461729092003168 + 0.799796117678293i
4.085,-0.460687630239022 + 0.800185342051233i
4.086,-0.459643736614964 + 0.800573389646133i
4.087,-0.458597402671956 + 0.800960252692024i
4.088,-0.457548619922845 + 0.801345923346682i
4.089,-0.456497379852377 + 0.801730393696043i
4.09,-0.455443673917208 + 0.802113655753635i
4.091,-0.454387493545922 + 0.802495701459986i
4.092,-0.453328830139042 + 0.802876522682036i
4.093,-0.45226767506906 + 0.803256111212546i
4.094,-0.451204019680448 + 0.803634458769493i
4.095,-0.450137855289691 + 0.804011556995471i
4.096,-0.449069173185311 + 0.804387397457071i
4.097,-0.447997964627899 + 0.804761971644277i
4.098,-0.44692422085014 + 0.805135270969834i
4.099,-0.445847933056861 + 0.805507286768626i
4.1,-0.444769092425053 + 0.805878010297044i
4.101,-0.443687690103924 + 0.806247432732347i
4.102,-0.442603717214929 + 0.806615545172017i
4.103,-0.441517164851833 + 0.806982338633112i
4.104,-0.44042802408074 + 0.80734780405161i
4.105,-0.439336285940163 + 0.807711932281747i
4.106,-0.438241941441061 + 0.808074714095352i
4.107,-0.437144981566913 + 0.808436140181175i
4.108,-0.436045397273763 + 0.808796201144205i
4.109,-0.434943179490296 + 0.809154887504994i
4.11,-0.433838319117898 + 0.809512189698956i
4.111,-0.432730807030728 + 0.809868098075679i
4.112,-0.431620634075791 + 0.810222602898217i
4.113,-0.430507791073019 + 0.810575694342387i
4.114,-0.429392268815342 + 0.81092736249605i
4.115,-0.428274058068781 + 0.811277597358392i
4.116,-0.427153149572529 + 0.811626388839194i
4.117,-0.42602953403905 + 0.811973726758104i
4.118,-0.424903202154163 + 0.812319600843893i
4.119,-0.423774144577146 + 0.812664000733708i
4.12,-0.422642351940843 + 0.813006915972324i
4.121,-0.421507814851758 + 0.813348336011376i
4.122,-0.420370523890182 + 0.813688250208606i
4.123,-0.41923046961029 + 0.814026647827078i
4.124,-0.418087642540271 + 0.814363518034404i
4.125,-0.416942033182447 + 0.814698849901961i
4.126,-0.415793632013399 + 0.815032632404092i
4.127,-0.414642429484101 + 0.815364854417314i
4.128,-0.413488416020051 + 0.815695504719503i
4.129,-0.412331582021418 + 0.816024571989089i
4.13,-0.411171917863181 + 0.816352044804228i
4.131,-0.410009413895281 + 0.816677911641983i
4.132,-0.408844060442776 + 0.817002160877483i
4.133,-0.407675847805996 + 0.817324780783084i
4.134,-0.406504766260715 + 0.817645759527518i
4.135,-0.405330806058314 + 0.817965085175043i
4.136,-0.404153957425956 + 0.818282745684574i
4.137,-0.402974210566765 + 0.818598728908812i
4.138,-0.401791555660017 + 0.818913022593373i
4.139,-0.40060598286132 + 0.819225614375892i
4.14,-0.399417482302815 + 0.81953649178514i
4.141,-0.398226044093381 + 0.819845642240116i
4.142,-0.397031658318837 + 0.820153053049148i
4.143,-0.395834315042155 + 0.820458711408965i
4.144,-0.394634004303679 + 0.820762604403781i
4.145,-0.393430716121351 + 0.821064719004365i
4.146,-0.392224440490938 + 0.821365042067099i
4.147,-0.391015167386276 + 0.82166356033303i
4.148,-0.389802886759508 + 0.821960260426918i
4.149,-0.388587588541331 + 0.822255128856267i
4.15,-0.387369262641256 + 0.822548152010366i
4.151,-0.386147898947875 + 0.822839316159298i
4.152,-0.38492348732912 + 0.823128607452957i
4.153,-0.383696017632548 + 0.823416011920054i
4.154,-0.382465479685621 + 0.823701515467111i
4.155,-0.381231863295995 + 0.823985103877452i
4.156,-0.37999515825182 + 0.824266762810179i
4.157,-0.378755354322047 + 0.824546477799147i
4.158,-0.377512441256734 + 0.824824234251922i
4.159,-0.376266408787373 + 0.825100017448739i
4.16,-0.375017246627212 + 0.825373812541444i
4.161,-0.373764944471595 + 0.825645604552439i
4.162,-0.372509491998303 + 0.825915378373599i
4.163,-0.371250878867908 + 0.8261831187652i
4.164,-0.369989094724127 + 0.826448810354823i
4.165,-0.368724129194201 + 0.826712437636264i
4.166,-0.367455971889261 + 0.826973984968419i
4.167,-0.366184612404721 + 0.827233436574174i
4.168,-0.364910040320669 + 0.827490776539274i
4.169,-0.36363224520227 + 0.827745988811194i
4.17,-0.362351216600181 + 0.827999057197994i
4.171,-0.36106694405097 + 0.828249965367167i
4.172,-0.359779417077551 + 0.828498696844473i
4.173,-0.35848862518962 + 0.828745235012775i
4.174,-0.357194557884107 + 0.828989563110852i
4.175,-0.355897204645639 + 0.829231664232219i
4.176,-0.354596554947009 + 0.829471521323913i
4.177,-0.353292598249653 + 0.8297091171853i
4.178,-0.351985324004149 + 0.829944434466846i
4.179,-0.350674721650709 + 0.830177455668892i
4.18,-0.349360780619701 + 0.83040816314042i
4.181,-0.348043490332163 + 0.830636539077803i
4.182,-0.346722840200346 + 0.830862565523546i
4.183,-0.345398819628253 + 0.831086224365028i
4.184,-0.344071418012201 + 0.831307497333211i
4.185,-0.342740624741385 + 0.83152636600137i
4.186,-0.341406429198463 + 0.831742811783783i
4.187,-0.340068820760145 + 0.831956815934437i
4.188,-0.338727788797801 + 0.832168359545699i
4.189,-0.337383322678075 + 0.832377423547001i
4.19,-0.336035411763519 + 0.832583988703497i
4.191,-0.334684045413229 + 0.83278803561472i
4.192,-0.333329212983512 + 0.83298954471322i
4.193,-0.331970903828539 + 0.833188496263204i
4.194,-0.330609107301043 + 0.833384870359153i
4.195,-0.329243812753005 + 0.833578646924439i
4.196,-0.327875009536368 + 0.833769805709924i
4.197,-0.32650268700376 + 0.833958326292552i
4.198,-0.325126834509233 + 0.834144188073932i
4.199,-0.323747441409012 + 0.834327370278907i
4.2,-0.32236449706227 + 0.834507851954114i
4.201,-0.320977990831905 + 0.834685611966539i
4.202,-0.31958791208534 + 0.834860629002045i
4.203,-0.318194250195335 + 0.835032881563916i
4.204,-0.316796994540819 + 0.835202347971358i
4.205,-0.315396134507729 + 0.835369006358021i
4.206,-0.313991659489881 + 0.835532834670489i
4.207,-0.312583558889837 + 0.835693810666764i
4.208,-0.311171822119811 + 0.835851911914746i
4.209,-0.309756438602571 + 0.836007115790693i
4.21,-0.308337397772373 + 0.83615939947768i
4.211,-0.306914689075906 + 0.836308739964035i
4.212,-0.305488301973256 + 0.83645511404178i
4.213,-0.304058225938891 + 0.836598498305042i
4.214,-0.302624450462656 + 0.83673886914847i
4.215,-0.301186965050801 + 0.836876202765634i
4.216,-0.299745759227012 + 0.837010475147411i
4.217,-0.29830082253347 + 0.837141662080367i
4.218,-0.296852144531933 + 0.837269739145117i
4.219,-0.295399714804826 + 0.837394681714686i
4.22,-0.293943522956368 + 0.837516464952857i
4.221,-0.292483558613697 + 0.837635063812497i
4.222,-0.291019811428038 + 0.837750453033883i
4.223,-0.289552271075879 + 0.837862607143022i
4.224,-0.288080927260176 + 0.837971500449941i
4.225,-0.286605769711566 + 0.838077107046983i
4.226,-0.285126788189625 + 0.838179400807088i
4.227,-0.283643972484125 + 0.838278355382059i
4.228,-0.282157312416329 + 0.838373944200821i
4.229,-0.280666797840302 + 0.838466140467668i
4.23,-0.279172418644245 + 0.8385549171605i
4.231,-0.277674164751866 + 0.838640247029047i
4.232,-0.276172026123752 + 0.838722102593086i
4.233,-0.274665992758783 + 0.83880045614064i
4.234,-0.273156054695568 + 0.838875279726178i
4.235,-0.271642202013902 + 0.838946545168796i
4.236,-0.270124424836249 + 0.839014224050382i
4.237,-0.268602713329256 + 0.839078287713789i
4.238,-0.267077057705294 + 0.839138707260974i
4.239,-0.26554744822401 + 0.839195453551151i
4.24,-0.264013875193931 + 0.839248497198907i
4.241,-0.262476328974075 + 0.839297808572334i
4.242,-0.260934799975602 + 0.83934335779113i
4.243,-0.259389278663486 + 0.839385114724706i
4.244,-0.257839755558225 + 0.839423048990265i
4.245,-0.256286221237569 + 0.839457129950888i
4.246,-0.254728666338282 + 0.839487326713601i
4.247,-0.253167081557943 + 0.839513608127435i
4.248,-0.251601457656764 + 0.839535942781471i
4.249,-0.250031785459444 + 0.839554299002884i
4.25,-0.248458055857061 + 0.839568644854969i
4.251,-0.246880259808986 + 0.839578948135166i
4.252,-0.245298388344834 + 0.839585176373062i
4.253,-0.24371243256645 + 0.8395872968284i
4.254,-0.242122383649925 + 0.839585276489071i
4.255,-0.240528232847647 + 0.839579082069092i
4.256,-0.238929971490383 + 0.839568680006583i
4.257,-0.237327590989405 + 0.839554036461732i
4.258,-0.235721082838642 + 0.839535117314752i
4.259,-0.234110438616868 + 0.839511888163826i
4.26,-0.232495649989937 + 0.839484314323052i
4.261,-0.230876708713039 + 0.83945236082037i
4.262,-0.229253606633007 + 0.839415992395486i
4.263,-0.227626335690657 + 0.83937517349779i
4.264,-0.225994887923161 + 0.83932986828426i
4.265,-0.224359255466467 + 0.839280040617366i
4.266,-0.222719430557756 + 0.839225654062957i
4.267,-0.221075405537939 + 0.839166671888158i
4.268,-0.219427172854186 + 0.839103057059236i
4.269,-0.21777472506252 + 0.839034772239482i
4.27,-0.216118054830422 + 0.838961779787068i
4.271,-0.214457154939499 + 0.838884041752917i
4.272,-0.21279201828819 + 0.838801519878549i
4.273,-0.211122637894516 + 0.83871417559393i
4.274,-0.209449006898864 + 0.838621970015317i
4.275,-0.207771118566841 + 0.838524863943093i
4.276,-0.206088966292139 + 0.8384228178596i
4.277,-0.204402543599475 + 0.838315791926965i
4.278,-0.202711844147563 + 0.83820374598493i
4.279,-0.201016861732134 + 0.838086639548661i
4.28,-0.19931759028901 + 0.837964431806572i
4.281,-0.197614023897226 + 0.837837081618132i
4.282,-0.195906156782187 + 0.837704547511677i
4.283,-0.194193983318894 + 0.837566787682217i
4.284,-0.192477498035213 + 0.837423759989239i
4.285,-0.190756695615183 + 0.837275421954508i
4.286,-0.189031570902405 + 0.837121730759867i
4.287,-0.18730211890345 + 0.836962643245044i
4.288,-0.185568334791341 + 0.836798115905439i
4.289,-0.183830213909083 + 0.836628104889932i
4.29,-0.182087751773249 + 0.836452565998676i
4.291,-0.180340944077617 + 0.836271454680899i
4.292,-0.178589786696868 + 0.836084726032701i
4.293,-0.176834275690341 + 0.835892334794858i
4.294,-0.175074407305839 + 0.835694235350623i
4.295,-0.173310177983496 + 0.835490381723536i
4.296,-0.171541584359711 + 0.835280727575226i
4.297,-0.169768623271126 + 0.835065226203229i
4.298,-0.167991291758676 + 0.834843830538801i
4.299,-0.166209587071708 + 0.834616493144743i
4.3,-0.164423506672128 + 0.834383166213218i
4.301,-0.162633048238652 + 0.834143801563596i
4.302,-0.160838209671099 + 0.833898350640278i
4.303,-0.15903898909474 + 0.83364676451055i
4.304,-0.15723538486474 + 0.833388993862436i
4.305,-0.155427395570639 + 0.833124989002552i
4.306,-0.153615020040904 + 0.832854699853984i
4.307,-0.151798257347567 + 0.832578075954162i
4.308,-0.14997710681091 + 0.832295066452752i
4.309,-0.148151568004222 + 0.832005620109555i
4.31,-0.146321640758644 + 0.831709685292426i
4.311,-0.144487325168061 + 0.831407209975189i
4.312,-0.142648621594074 + 0.831098141735588i
4.313,-0.14080553067106 + 0.83078242775323i
4.314,-0.138958053311268 + 0.830460014807557i
4.315,-0.137106190710037 + 0.830130849275834i
4.316,-0.135249944351043 + 0.829794877131139i
4.317,-0.133389316011657 + 0.829452043940394i
4.318,-0.131524307768356 + 0.829102294862395i
4.319,-0.129654922002222 + 0.828745574645868i
4.32,-0.127781161404519 + 0.828381827627549i
4.321,-0.125903028982346 + 0.82801099773028i
4.322,-0.124020528064372 + 0.827633028461132i
4.323,-0.122133662306652 + 0.827247862909547i
4.324,-0.120242435698517 + 0.826855443745512i
4.325,-0.118346852568565 + 0.826455713217747i
4.326,-0.116446917590711 + 0.826048613151928i
4.327,-0.114542635790341 + 0.825634084948942i
4.328,-0.112634012550541 + 0.825212069583158i
4.329,-0.110721053618422 + 0.824782507600741i
4.33,-0.10880376511151 + 0.824345339117989i
4.331,-0.106882153524255 + 0.823900503819706i
4.332,-0.104956225734598 + 0.823447940957613i
4.333,-0.103025989010651 + 0.822987589348783i
4.334,-0.101091451017456 + 0.822519387374125i
4.335,-0.0991526198238338 + 0.822043272976904i
4.336,-0.0972095039093326 + 0.821559183661286i
4.337,-0.0952621121712613 + 0.821067056490948i
4.338,-0.093310453931826 + 0.820566828087708i
4.339,-0.0913545389453502 + 0.820058434630215i
4.34,-0.0893943774055989 + 0.819541811852673i
4.341,-0.0874299799532002 + 0.819016895043616i
4.342,-0.0854613576831543 + 0.818483619044738i
4.343,-0.0834885221524511 + 0.817941918249761i
4.344,-0.0815114853877796 + 0.81739172660336i
4.345,-0.0795302598933471 + 0.816832977600151i
4.346,-0.0775448586587806 + 0.816265604283715i
4.347,-0.0755552951671534 + 0.815689539245698i
4.348,-0.073561583403096 + 0.815104714624956i
4.349,-0.0715637378610157 + 0.814511062106764i
4.35,-0.0695617735534187 + 0.813908512922098i
4.351,-0.0675557060193476 + 0.813296997846966i
4.352,-0.0655455513329039 + 0.812676447201813i
4.353,-0.0635313261118991 + 0.812046790850998i
4.354,-0.0615130475265935 + 0.811407958202334i
4.355,-0.0594907333085576 + 0.810759878206699i
4.356,-0.0574644017596312 + 0.810102479357737i
4.357,-0.055434071761001 + 0.809435689691621i
4.358,-0.0533997627823776 + 0.808759436786891i
4.359,-0.0513614948912996 + 0.808073647764399i
4.36,-0.0493192887625247 + 0.807378249287301i
4.361,-0.0472731656875548 + 0.806673167561171i
4.362,-0.045223147584269 + 0.805958328334179i
4.363,-0.0431692570066554 + 0.805233656897361i
4.364,-0.0411115171546758 + 0.804499078085005i
4.365,-0.0390499518842368 + 0.803754516275106i
4.366,-0.0369845857172746 + 0.802999895389927i
4.367,-0.0349154438519484 + 0.802235138896674i
4.368,-0.0328425521729698 + 0.801460169808259i
4.369,-0.0307659372620314 + 0.800674910684177i
4.37,-0.0286856264083527 + 0.799879283631486i
4.371,-0.0266016476193613 + 0.799073210305913i
4.372,-0.0245140296314648 + 0.798256611913056i
4.373,-0.0224228019209606 + 0.797429409209721i
4.374,-0.0203279947150617 + 0.796591522505363i
4.375,-0.0182296390030305 + 0.795742871663671i
4.376,-0.0161277665474434 + 0.794883376104261i
4.377,-0.014022409895573 + 0.794012954804512i
4.378,-0.0119136023908839 + 0.793131526301524i
4.379,-0.0098013781846501 + 0.792239008694227i
4.38,-0.00768577224769293 + 0.791335319645613i
4.381,-0.00556682038224438 + 0.79042037638513i
4.382,-0.00344455923391987 + 0.7894940957112i
4.383,-0.00131902630381545 + 0.788556393993913i
4.384,0.00080974003926107 + 0.78760718717785i
4.385,0.00294170054647855 + 0.78664639078508i
4.386,0.00507681507650204 + 0.785673919918307i
4.387,0.00721504258292513 + 0.784689689264194i
4.388,0.00935634110158046 + 0.783693613096841i
4.389,0.0115006677377172 + 0.782685605281444i
4.39,0.013647978653068 + 0.781665579278126i
4.391,0.0157982290528105 + 0.780633448145952i
4.392,0.0179513731723864 + 0.779589124547123i
4.393,0.0201073642642258 + 0.778532520751359i
4.394,0.0222661545843388 + 0.777463548640475i
4.395,0.0244276953788113 + 0.776382119713155i
4.396,0.0265919368701549 + 0.775288145089923i
4.397,0.02875882824358 + 0.774181535518315i
4.398,0.0309283176331304 + 0.773062201378273i
4.399,0.0331003521077091 + 0.771930052687734i
4.4,0.0352748776570036 + 0.770784999108452i
4.401,0.0374518391772916 + 0.769626949952035i
4.402,0.0396311804571369 + 0.768455814186207i
4.403,0.0418128441629921 + 0.767271500441311i
4.404,0.0439967718246743 + 0.766073917017033i
4.405,0.0461829038207539 + 0.764862971889381i
4.406,0.0483711793638319 + 0.763638572717899i
4.407,0.0505615364857211 + 0.762400626853139i
4.408,0.052753912022514 + 0.761149041344383i
4.409,0.0549482415995764 + 0.759883722947628i
4.41,0.0571444596164271 + 0.758604578133831i
4.411,0.059342499231529 + 0.757311513097434i
4.412,0.0615422923469889 + 0.756004433765157i
4.413,0.0637437695931725 + 0.754683245805066i
4.414,0.0659468603132232 + 0.753347854635944i
4.415,0.0681514925475088 + 0.751998165436934i
4.416,0.0703575930179753 + 0.750634083157492i
4.417,0.0725650871124314 + 0.749255512527626i
4.418,0.0747738988687554 + 0.747862358068467i
4.419,0.0769839509590169 + 0.746454524103123i
4.42,0.0791951646735474 + 0.745031914767871i
4.421,0.0814074599049394 + 0.743594434023668i
4.422,0.0836207551319707 + 0.74214198566798i
4.423,0.0858349674034879 + 0.740674473346965i
4.424,0.0880500123222217 + 0.739191800567973i
4.425,0.0902658040285526 + 0.737693870712416i
4.426,0.0924822551842315 + 0.736180587048971i
4.427,0.0946992769560592 + 0.734651852747145i
4.428,0.0969167789995254 + 0.733107570891201i
4.429,0.0991346694424044 + 0.731547644494468i
4.43,0.101352854868341 + 0.729971976513999i
4.431,0.10357124030039 + 0.728380469865631i
4.432,0.105789729184546 + 0.726773027439419i
4.433,0.108008223373265 + 0.72514955211547i
4.434,0.110226623108966 + 0.723509946780164i
4.435,0.11244482700753 + 0.721854114342792i
4.436,0.114662732041811 + 0.72018195775259i
4.437,0.116880233525147 + 0.718493380016202i
4.438,0.119097225094878 + 0.716788284215549i
4.439,0.121313598695906 + 0.715066573526137i
4.44,0.123529244564267 + 0.713328151235794i
4.441,0.125744051210735 + 0.71157292076384i
4.442,0.127957905404473 + 0.709800785680714i
4.443,0.130170692156738 + 0.708011649728035i
4.444,0.132382294704625 + 0.706205416839139i
4.445,0.134592594494892 + 0.704381991160053i
4.446,0.136801471167847 + 0.702541277070959i
4.447,0.139008802541309 + 0.700683179208119i
4.448,0.14121446459467 + 0.698807602486282i
4.449,0.14341833145305 + 0.696914452121569i
4.45,0.145620275371536 + 0.695003633654867i
4.451,0.147820166719566 + 0.693075052975685i
4.452,0.150017873965424 + 0.691128616346547i
4.453,0.152213263660853 + 0.68916423042786i
4.454,0.154406200425831 + 0.687181802303316i
4.455,0.156596546933494 + 0.685181239505793i
4.456,0.158784163895204 + 0.683162450043794i
4.457,0.160968910045827 + 0.681125342428386i
4.458,0.163150642129157 + 0.6790698257007i
4.459,0.165329214883555 + 0.676995809459949i
4.46,0.167504481027794 + 0.674903203891982i
4.461,0.169676291247118 + 0.672791919798398i
4.462,0.171844494179524 + 0.670661868626199i
4.463,0.174008936402303 + 0.668512962497991i
4.464,0.176169462418823 + 0.66634511424275i
4.465,0.178325914645575 + 0.664158237427155i
4.466,0.18047813339952 + 0.661952246387457i
4.467,0.182625956885696 + 0.659727056261956i
4.468,0.184769221185167 + 0.657482583024017i
4.469,0.186907760243266 + 0.655218743515669i
4.47,0.189041405858193 + 0.65293545548179i
4.471,0.191169987669941 + 0.650632637604859i
4.472,0.193293333149602 + 0.648310209540293i
4.473,0.19541126758905 + 0.645968091952375i
4.474,0.197523614090999 + 0.643606206550766i
4.475,0.199630193559506 + 0.641224476127589i
4.476,0.201730824690865 + 0.638822824595122i
4.477,0.203825323964956 + 0.636401177024076i
4.478,0.205913505637055 + 0.633959459682456i
4.479,0.207995181730115 + 0.631497600075012i
4.48,0.210070162027529 + 0.629015526983306i
4.481,0.212138254066417 + 0.626513170506331i
4.482,0.214199263131429 + 0.623990462101752i
4.483,0.216252992249094 + 0.621447334627721i
4.484,0.218299242182722 + 0.618883722385291i
4.485,0.220337811427905 + 0.616299561161403i
4.486,0.222368496208593 + 0.613694788272475i
4.487,0.224391090473808 + 0.611069342608552i
4.488,0.226405385894975 + 0.608423164678061i
4.489,0.228411171863918 + 0.605756196653116i
4.49,0.230408235491538 + 0.603068382415417i
4.491,0.232396361607165 + 0.600359667602703i
4.492,0.234375332758641 + 0.597629999655779i
4.493,0.236344929213134 + 0.594879327866093i
4.494,0.238304928958705 + 0.59210760342386i
4.495,0.240255107706645 + 0.589314779466758i
4.496,0.24219523889462 + 0.586500811129137i
4.497,0.244125093690625 + 0.583665655591765i
4.498,0.246044440997769 + 0.580809272132122i
4.499,0.247953047459946 + 0.577931622175172i
4.5,0.249850677468355 + 0.57503266934467i
4.501,0.251737093168941 + 0.572112379514965i
4.502,0.25361205447076 + 0.569170720863276i
4.503,0.255475319055283 + 0.566207663922456i
4.504,0.257326642386669 + 0.56322318163422i
4.505,0.259165777723037 + 0.560217249402822i
4.506,0.260992476128742 + 0.557189845149173i
4.507,0.262806486487685 + 0.554140949365387i
4.508,0.264607555517689 + 0.551070545169743i
4.509,0.266395427785935 + 0.547978618362037i
4.51,0.26816984572553 + 0.544865157479318i
4.511,0.269930549653158 + 0.541730153852002i
4.512,0.271677277787922 + 0.538573601660308i
4.513,0.273409766271313 + 0.535395497991051i
4.514,0.275127749188395 + 0.532195842894734i
4.515,0.276830958590193 + 0.528974639442932i
4.516,0.278519124517317 + 0.525731893785955i
4.517,0.280191975024834 + 0.522467615210759i
4.518,0.281849236208437 + 0.519181816199079i
4.519,0.283490632231889 + 0.515874512485778i
4.52,0.285115885355808 + 0.51254572311738i
4.521,0.286724715967775 + 0.509195470510756i
4.522,0.288316842613818 + 0.505823780511941i
4.523,0.289891982031277 + 0.502430682455074i
4.524,0.291449849183059 + 0.499016209221396i
4.525,0.292990157293336 + 0.49558039729832i
4.526,0.294512617884672 + 0.492123286838511i
4.527,0.296016940816606 + 0.488644921718976i
4.528,0.297502834325732 + 0.485145349600097i
4.529,0.298970005067267 + 0.481624621984621i
4.53,0.300418158158134 + 0.478082794276523i
4.531,0.301846997221584 + 0.474519925839764i
4.532,0.303256224433357 + 0.470936080056857i
4.533,0.30464554056943 + 0.467331324387253i
4.534,0.306014645055324 + 0.463705730425464i
4.535,0.307363236017018 + 0.460059373958948i
4.536,0.308691010333479 + 0.456392335025634i
4.537,0.309997663690801 + 0.452704697971143i
4.538,0.311282890637999 + 0.448996551505579i
4.539,0.312546384644434 + 0.445267988759927i
4.54,0.313787838158913 + 0.441519107341943i
4.541,0.315006942670444 + 0.437750009391561i
4.542,0.31620338877069 + 0.433960801635719i
4.543,0.317376866218084 + 0.430151595442604i
4.544,0.318527064003663 + 0.426322506875235i
4.545,0.319653670418593 + 0.422473656744374i
4.546,0.320756373123395 + 0.418605170660687i
4.547,0.321834859218889 + 0.414717179086125i
4.548,0.322888815318856 + 0.41080981738448i
4.549,0.3239179276244 + 0.406883225871049i
4.55,0.32492188200004 + 0.40293754986139i
4.551,0.32590036405151 + 0.398972939719082i
4.552,0.326853059205278 + 0.394989550902461i
4.553,0.327779652789766 + 0.390987544010288i
4.554,0.328679830118284 + 0.386967084826272i
4.555,0.329553276573662 + 0.382928344362416i
4.556,0.330399677694569 + 0.378871498901122i
4.557,0.331218719263524 + 0.374796730036024i
4.558,0.332010087396561 + 0.370704224711454i
4.559,0.332773468634579 + 0.366594175260541i
4.56,0.333508550036321 + 0.362466779441822i
4.561,0.334215019272992 + 0.358322240474378i
4.562,0.334892564724482 + 0.354160767071399i
4.563,0.3355408755772 + 0.349982573472131i
4.564,0.336159641923471 + 0.345787879472149i
4.565,0.336748554862485 + 0.341576910451921i
4.566,0.33730730660279 + 0.337349897403552i
4.567,0.33783559056627 + 0.333107076955725i
4.568,0.338333101493613 + 0.328848691396735i
4.569,0.338799535551214 + 0.324574988695566i
4.57,0.339234590439507 + 0.320286222520964i
4.571,0.33963796550266 + 0.315982652258469i
4.572,0.340009361839643 + 0.311664543025289i
4.573,0.340348482416569 + 0.307332165683045i
4.574,0.340655032180349 + 0.302985796848259i
4.575,0.340928718173537 + 0.298625718900589i
4.576,0.341169249650391 + 0.294252219988695i
4.577,0.341376338194048 + 0.289865594033772i
4.578,0.341549697834824 + 0.28546614073057i
4.579,0.34168904516953 + 0.281054165546004i
4.58,0.341794099481801 + 0.276629979715161i
4.581,0.341864582863361 + 0.272193900234745i
4.582,0.341900220336168 + 0.267746249853875i
4.583,0.341900739975394 + 0.263287357062211i
4.584,0.341865873033172 + 0.258817556075303i
4.585,0.341795354063053 + 0.25433718681721i
4.586,0.341688921045104 + 0.249846594900264i
4.587,0.341546315511587 + 0.245346131601971i
4.588,0.341367282673164 + 0.240836153839i
4.589,0.341151571545514 + 0.236317024138251i
4.59,0.340898935076362 + 0.231789110604883i
4.591,0.340609130272778 + 0.227252786887358i
4.592,0.340281918328722 + 0.222708432139411i
4.593,0.33991706475272 + 0.21815643097893i
4.594,0.339514339495631 + 0.213597173443701i
4.595,0.33907351707839 + 0.209031054944016i
4.596,0.338594376719666 + 0.204458476212081i
4.597,0.338076702463349 + 0.19987984324823i
