Freq [GHz],S11 Log Mag(dB),S21 Log Mag(dB),S22 Log Mag(dB),S31 Log Mag(dB),S32 Log Mag(dB),S33 Log Mag(dB)
4.452,-22.27082152,-3.720322817,-18.79222973,-3.690931281,-24.77445997,-18.31150572
4.453,-22.28802785,-3.720335614,-18.78922523,-3.690953066,-24.75455495,-18.30846999
4.454,-22.30527063,-3.720348551,-18.78619477,-3.690975117,-24.73468546,-18.30541143
4.455,-22.32254995,-3.72036163,-18.78313836,-3.690997434,-24.71485138,-18.30233001
4.456,-22.33986588,-3.72037485,-18.78005596,-3.691020018,-24.69505258,-18.29922571
4.457,-22.3572185,-3.720388212,-18.77694759,-3.69104287,-24.67528894,-18.29609851
4.458,-22.37460787,-3.720401716,-18.77381322,-3.691065991,-24.65556034,-18.2929484
4.459,-22.39203408,-3.720415364,-18.77065285,-3.691089382,-24.63586667,-18.28977535
4.46,-22.40949719,-3.720429155,-18.76746647,-3.691113044,-24.61620779,-18.28657935
4.461,-22.42699727,-3.720443091,-18.76425408,-3.691136977,-24.59658359,-18.28336038
4.462,-22.4445344,-3.720457172,-18.76101566,-3.691161182,-24.57699395,-18.28011843
4.463,-22.46210864,-3.720471398,-18.75775121,-3.69118566,-24.55743875,-18.27685346
4.464,-22.47972007,-3.72048577,-18.75446073,-3.691210412,-24.53791788,-18.27356548
4.465,-22.49736875,-3.720500289,-18.7511442,-3.691235438,-24.5184312,-18.27025445
4.466,-22.51505474,-3.720514955,-18.74780162,-3.69126074,-24.49897862,-18.26692036
4.467,-22.53277812,-3.720529768,-18.74443299,-3.691286319,-24.47956,-18.2635632
4.468,-22.55053894,-3.72054473,-18.7410383,-3.691312174,-24.46017523,-18.26018295
4.469,-22.56833727,-3.720559841,-18.73761754,-3.691338308,-24.44082419,-18.2567796
4.47,-22.58617317,-3.720575101,-18.73417071,-3.691364721,-24.42150678,-18.25335312
4.471,-22.60404671,-3.720590512,-18.7306978,-3.691391413,-24.40222286,-18.24990351
4.472,-22.62195794,-3.720606074,-18.72719882,-3.691418386,-24.38297234,-18.24643075
4.473,-22.63990692,-3.720621787,-18.72367375,-3.691445641,-24.36375509,-18.24293482
4.474,-22.65789371,-3.720637652,-18.7201226,-3.691473178,-24.344571,-18.2394157
4.475,-22.67591836,-3.720653669,-18.71654536,-3.691500998,-24.32541995,-18.2358734
4.476,-22.69398094,-3.72066984,-18.71294203,-3.691529102,-24.30630183,-18.23230788
4.477,-22.71208148,-3.720686166,-18.70931261,-3.691557491,-24.28721654,-18.22871914
4.478,-22.73022006,-3.720702645,-18.70565709,-3.691586166,-24.26816395,-18.22510716
4.479,-22.7483967,-3.720719281,-18.70197547,-3.691615128,-24.24914396,-18.22147194
4.48,-22.76661148,-3.720736072,-18.69826775,-3.691644378,-24.23015645,-18.21781345
4.481,-22.78486442,-3.72075302,-18.69453394,-3.691673916,-24.21120132,-18.21413168
4.482,-22.80315559,-3.720770125,-18.69077403,-3.691703743,-24.19227845,-18.21042663
4.483,-22.82148502,-3.720787388,-18.68698801,-3.691733861,-24.17338773,-18.20669828
4.484,-22.83985275,-3.72080481,-18.6831759,-3.69176427,-24.15452905,-18.20294661
4.485,-22.85825884,-3.720822392,-18.67933769,-3.691794971,-24.13570231,-18.19917163
4.486,-22.87670331,-3.720840134,-18.67547338,-3.691825965,-24.11690739,-18.19537331
4.487,-22.89518621,-3.720858036,-18.67158297,-3.691857253,-24.09814419,-18.19155164
4.488,-22.91370758,-3.7208761,-18.66766646,-3.691888836,-24.07941259,-18.18770662
4.489,-22.93226744,-3.720894327,-18.66372386,-3.691920714,-24.0607125,-18.18383823
4.49,-22.95086583,-3.720912717,-18.65975517,-3.691952889,-24.0420438,-18.17994647
4.491,-22.96950278,-3.72093127,-18.65576039,-3.691985362,-24.02340639,-18.17603132
4.492,-22.98817833,-3.720949988,-18.65173952,-3.692018134,-24.00480016,-18.17209278
4.493,-23.00689249,-3.720968871,-18.64769257,-3.692051204,-23.98622501,-18.16813083
4.494,-23.02564529,-3.720987921,-18.64361954,-3.692084575,-23.96768083,-18.16414546
4.495,-23.04443677,-3.721007137,-18.63952043,-3.692118248,-23.94916751,-18.16013668
4.496,-23.06326692,-3.721026521,-18.63539525,-3.692152223,-23.93068495,-18.15610446
4.497,-23.08213579,-3.721046073,-18.631244,-3.692186501,-23.91223306,-18.15204881
4.498,-23.10104338,-3.721065795,-18.62706669,-3.692221083,-23.89381171,-18.14796971
4.499,-23.1199897,-3.721085686,-18.62286332,-3.69225597,-23.87542082,-18.14386716
4.5,-23.13897478,-3.721105748,-18.6186339,-3.692291163,-23.85706028,-18.13974114
4.501,-23.15799861,-3.721125982,-18.61437843,-3.692326663,-23.83872998,-18.13559166
4.502,-23.17706121,-3.721146389,-18.61009692,-3.692362472,-23.82042983,-18.1314187
4.503,-23.19616259,-3.721166968,-18.60578938,-3.692398589,-23.80215972,-18.12722226
4.504,-23.21530274,-3.721187721,-18.60145581,-3.692435016,-23.78391955,-18.12300233
4.505,-23.23448166,-3.72120865,-18.59709622,-3.692471754,-23.76570922,-18.11875891
4.506,-23.25369936,-3.721229754,-18.59271061,-3.692508803,-23.74752863,-18.11449199
4.507,-23.27295582,-3.721251034,-18.58829901,-3.692546166,-23.72937769,-18.11020157
4.508,-23.29225105,-3.721272493,-18.5838614,-3.692583842,-23.71125629,-18.10588764
4.509,-23.31158502,-3.721294129,-18.57939781,-3.692621833,-23.69316433,-18.1015502
4.51,-23.33095773,-3.721315944,-18.57490823,-3.69266014,-23.67510171,-18.09718923
4.511,-23.35036916,-3.72133794,-18.57039269,-3.692698763,-23.65706835,-18.09280475
4.512,-23.36981928,-3.721360116,-18.56585119,-3.692737705,-23.63906413,-18.08839674
4.513,-23.38930809,-3.721382475,-18.56128373,-3.692776965,-23.62108896,-18.0839652
4.514,-23.40883555,-3.721405015,-18.55669033,-3.692816544,-23.60314275,-18.07951013
4.515,-23.42840163,-3.72142774,-18.552071,-3.692856445,-23.5852254,-18.07503152
4.516,-23.44800631,-3.721450649,-18.54742576,-3.692896667,-23.56733681,-18.07052938
4.517,-23.46764954,-3.721473743,-18.5427546,-3.692937212,-23.54947689,-18.0660037
4.518,-23.48733129,-3.721497024,-18.53805754,-3.692978081,-23.53164554,-18.06145447
4.519,-23.50705152,-3.721520492,-18.5333346,-3.693019274,-23.51384267,-18.0568817
4.52,-23.52681018,-3.721544148,-18.52858578,-3.693060794,-23.49606818,-18.05228538
4.521,-23.54660723,-3.721567993,-18.52381111,-3.69310264,-23.47832198,-18.04766552
4.522,-23.56644261,-3.721592029,-18.51901058,-3.693144814,-23.46060397,-18.04302211
4.523,-23.58631626,-3.721616255,-18.51418422,-3.693187317,-23.44291406,-18.03835515
4.524,-23.60622813,-3.721640674,-18.50933203,-3.69323015,-23.42525217,-18.03366464
4.525,-23.62617816,-3.721665285,-18.50445404,-3.693273314,-23.40761819,-18.02895058
4.526,-23.64616627,-3.721690091,-18.49955025,-3.693316809,-23.39001204,-18.02421298
4.527,-23.66619239,-3.721715091,-18.49462067,-3.693360638,-23.37243362,-18.01945182
4.528,-23.68625645,-3.721740288,-18.48966534,-3.693404801,-23.35488284,-18.01466712
4.529,-23.70635837,-3.721765681,-18.48468425,-3.693449299,-23.33735961,-18.00985888
4.53,-23.72649806,-3.721791273,-18.47967742,-3.693494134,-23.31986384,-18.00502709
4.531,-23.74667544,-3.721817063,-18.47464487,-3.693539305,-23.30239544,-18.00017175
4.532,-23.76689042,-3.721843053,-18.46958662,-3.693584815,-23.28495433,-17.99529288
4.533,-23.78714289,-3.721869245,-18.46450268,-3.693630664,-23.2675404,-17.99039047
4.534,-23.80743276,-3.721895638,-18.45939307,-3.693676854,-23.25015358,-17.98546452
4.535,-23.82775991,-3.721922235,-18.4542578,-3.693723385,-23.23279377,-17.98051503
4.536,-23.84812425,-3.721949036,-18.44909689,-3.693770259,-23.21546088,-17.97554202
4.537,-23.86852564,-3.721976042,-18.44391036,-3.693817477,-23.19815483,-17.97054548
4.538,-23.88896397,-3.722003254,-18.43869823,-3.693865039,-23.18087554,-17.96552542
4.539,-23.90943912,-3.722030674,-18.43346051,-3.693912947,-23.1636229,-17.96048184
4.54,-23.92995096,-3.722058302,-18.42819722,-3.693961203,-23.14639684,-17.95541474
4.541,-23.95049933,-3.72208614,-18.42290839,-3.694009806,-23.12919728,-17.95032414
4.542,-23.97108412,-3.722114188,-18.41759402,-3.694058758,-23.11202411,-17.94521003
4.543,-23.99170516,-3.722142448,-18.41225415,-3.694108061,-23.09487727,-17.94007242
4.544,-24.01236231,-3.722170921,-18.40688878,-3.694157715,-23.07775665,-17.93491131
4.545,-24.0330554,-3.722199608,-18.40149794,-3.694207721,-23.06066219,-17.92972672
4.546,-24.05378428,-3.72222851,-18.39608165,-3.694258081,-23.04359379,-17.92451864
4.547,-24.07454877,-3.722257629,-18.39063993,-3.694308796,-23.02655137,-17.91928709
4.548,-24.09534869,-3.722286965,-18.3851728,-3.694359866,-23.00953484,-17.91403206
4.549,-24.11618387,-3.722316519,-18.37968029,-3.694411294,-22.99254413,-17.90875358
4.55,-24.13705411,-3.722346293,-18.3741624,-3.694463079,-22.97557914,-17.90345164
4.551,-24.15795923,-3.722376288,-18.36861917,-3.694515224,-22.95863981,-17.89812625
4.552,-24.17889901,-3.722406506,-18.36305062,-3.694567729,-22.94172603,-17.89277742
4.553,-24.19987326,-3.722436946,-18.35745676,-3.694620595,-22.92483774,-17.88740515
4.554,-24.22088175,-3.722467611,-18.35183762,-3.694673824,-22.90797485,-17.88200947
4.555,-24.24192427,-3.722498501,-18.34619323,-3.694727417,-22.89113728,-17.87659037
4.556,-24.26300059,-3.722529618,-18.34052361,-3.694781375,-22.87432494,-17.87114786
4.557,-24.28411047,-3.722560964,-18.33482878,-3.694835698,-22.85753776,-17.86568195
4.558,-24.30525367,-3.722592538,-18.32910876,-3.694890389,-22.84077566,-17.86019266
4.559,-24.32642995,-3.722624344,-18.32336357,-3.694945448,-22.82403856,-17.85467999
4.56,-24.34763903,-3.72265638,-18.31759326,-3.695000877,-22.80732638,-17.84914395
4.561,-24.36888067,-3.72268865,-18.31179782,-3.695056677,-22.79063903,-17.84358455
4.562,-24.39015458,-3.722721154,-18.3059773,-3.695112848,-22.77397644,-17.83800181
4.563,-24.41146048,-3.722753894,-18.30013172,-3.695169392,-22.75733853,-17.83239573
4.564,-24.4327981,-3.72278687,-18.2942611,-3.695226311,-22.74072523,-17.82676632
4.565,-24.45416712,-3.722820085,-18.28836547,-3.695283604,-22.72413645,-17.82111361
4.566,-24.47556725,-3.722853539,-18.28244486,-3.695341275,-22.70757211,-17.81543759
4.567,-24.49699817,-3.722887233,-18.27649928,-3.695399323,-22.69103215,-17.80973828
4.568,-24.51845957,-3.72292117,-18.27052878,-3.69545775,-22.67451648,-17.8040157
4.569,-24.5399511,-3.722955349,-18.26453336,-3.695516558,-22.65802503,-17.79826985
4.57,-24.56147243,-3.722989774,-18.25851307,-3.695575746,-22.64155771,-17.79250075
4.571,-24.58302322,-3.723024444,-18.25246793,-3.695635317,-22.62511446,-17.78670841
4.572,-24.6046031,-3.723059361,-18.24639797,-3.695695272,-22.6086952,-17.78089285
4.573,-24.6262117,-3.723094527,-18.24030321,-3.695755612,-22.59229985,-17.77505408
4.574,-24.64784866,-3.723129943,-18.23418369,-3.695816338,-22.57592834,-17.76919211
4.575,-24.66951358,-3.72316561,-18.22803942,-3.695877451,-22.55958059,-17.76330696
4.576,-24.69120607,-3.72320153,-18.22187045,-3.695938953,-22.54325654,-17.75739864
4.577,-24.71292572,-3.723237704,-18.2156768,-3.696000845,-22.5269561,-17.75146717
4.578,-24.73467212,-3.723274133,-18.2094585,-3.696063128,-22.51067919,-17.74551256
4.579,-24.75644483,-3.723310819,-18.20321558,-3.696125803,-22.49442576,-17.73953483
4.58,-24.77824343,-3.723347763,-18.19694807,-3.696188872,-22.47819573,-17.733534
4.581,-24.80006745,-3.723384967,-18.190656,-3.696252335,-22.46198901,-17.72751007
4.582,-24.82191646,-3.723422432,-18.1843394,-3.696316195,-22.44580555,-17.72146307
4.583,-24.84378997,-3.723460159,-18.1779983,-3.696380452,-22.42964526,-17.71539302
4.584,-24.8656875,-3.723498151,-18.17163274,-3.696445107,-22.41350808,-17.70929993
4.585,-24.88760856,-3.723536407,-18.16524274,-3.696510162,-22.39739394,-17.70318381
4.586,-24.90955265,-3.72357493,-18.15882833,-3.696575618,-22.38130276,-17.69704469
4.587,-24.93151925,-3.723613722,-18.15238955,-3.696641476,-22.36523447,-17.69088258
4.588,-24.95350783,-3.723652783,-18.14592644,-3.696707738,-22.349189,-17.68469751
4.589,-24.97551786,-3.723692116,-18.13943901,-3.696774404,-22.33316629,-17.67848948
4.59,-24.99754878,-3.723731721,-18.13292731,-3.696841477,-22.31716625,-17.67225852
4.591,-25.01960002,-3.7237716,-18.12639137,-3.696908957,-22.30118883,-17.66600465
4.592,-25.04167101,-3.723811755,-18.11983122,-3.696976846,-22.28523396,-17.65972789
4.593,-25.06376116,-3.723852188,-18.1132469,-3.697045144,-22.26930155,-17.65342825
4.594,-25.08586986,-3.723892899,-18.10663844,-3.697113854,-22.25339155,-17.64710576
4.595,-25.10799649,-3.72393389,-18.10000587,-3.697182976,-22.23750389,-17.64076043
4.596,-25.13014043,-3.723975163,-18.09334923,-3.697252513,-22.2216385,-17.63439229
4.597,-25.15230103,-3.724016719,-18.08666855,-3.697322464,-22.20579531,-17.62800136
4.598,-25.17447764,-3.72405856,-18.07996386,-3.697392831,-22.18997425,-17.62158766
4.599,-25.19666957,-3.724100687,-18.07323521,-3.697463616,-22.17417526,-17.6151512
4.6,-25.21887614,-3.724143103,-18.06648263,-3.697534821,-22.15839826,-17.60869202
4.601,-25.24109666,-3.724185808,-18.05970616,-3.697606445,-22.1426432,-17.60221013
4.602,-25.26333039,-3.724228804,-18.05290582,-3.697678491,-22.12691,-17.59570555
4.603,-25.28557662,-3.724272093,-18.04608166,-3.697750961,-22.11119861,-17.58917831
4.604,-25.3078346,-3.724315676,-18.03923371,-3.697823854,-22.09550894,-17.58262843
4.605,-25.33010356,-3.724359556,-18.03236201,-3.697897173,-22.07984095,-17.57605594
4.606,-25.35238272,-3.724403733,-18.0254666,-3.697970919,-22.06419456,-17.56946085
4.607,-25.37467129,-3.724448209,-18.01854751,-3.698045093,-22.0485697,-17.56284319
4.608,-25.39696846,-3.724492986,-18.01160479,-3.698119697,-22.03296632,-17.55620298
4.609,-25.41927341,-3.724538065,-18.00463846,-3.698194732,-22.01738435,-17.54954025
4.61,-25.44158529,-3.724583449,-17.99764857,-3.698270199,-22.00182373,-17.54285502
4.611,-25.46390324,-3.724629138,-17.99063516,-3.6983461,-21.98628438,-17.53614732
4.612,-25.48622638,-3.724675135,-17.98359826,-3.698422436,-21.97076625,-17.52941717
4.613,-25.50855383,-3.724721442,-17.97653791,-3.698499208,-21.95526928,-17.5226646
4.614,-25.53088466,-3.724768059,-17.96945415,-3.698576418,-21.93979339,-17.51588963
4.615,-25.55321796,-3.724814989,-17.96234703,-3.698654067,-21.92433854,-17.50909228
4.616,-25.57555276,-3.724862233,-17.95521658,-3.698732156,-21.90890465,-17.5022726
4.617,-25.59788811,-3.724909793,-17.94806284,-3.698810687,-21.89349166,-17.49543059
4.618,-25.62022303,-3.724957671,-17.94088585,-3.698889662,-21.87809952,-17.48856628
4.619,-25.6425565,-3.725005868,-17.93368565,-3.698969081,-21.86272815,-17.48167972
4.62,-25.66488752,-3.725054387,-17.92646228,-3.699048946,-21.84737751,-17.47477091
4.621,-25.68721503,-3.725103229,-17.91921579,-3.699129259,-21.83204752,-17.46783989
4.622,-25.70953798,-3.725152395,-17.91194621,-3.69921002,-21.81673812,-17.46088669
4.623,-25.73185529,-3.725201888,-17.90465358,-3.699291231,-21.80144927,-17.45391133
4.624,-25.75416587,-3.725251709,-17.89733796,-3.699372894,-21.78618088,-17.44691384
4.625,-25.77646858,-3.725301861,-17.88999937,-3.69945501,-21.77093292,-17.43989426
4.626,-25.7987623,-3.725352344,-17.88263786,-3.69953758,-21.7557053,-17.43285261
4.627,-25.82104586,-3.725403161,-17.87525348,-3.699620606,-21.74049799,-17.42578891
4.628,-25.84331808,-3.725454314,-17.86784626,-3.699704089,-21.72531091,-17.4187032
4.629,-25.86557776,-3.725505804,-17.86041625,-3.699788031,-21.71014401,-17.41159551
4.63,-25.88782368,-3.725557633,-17.85296349,-3.699872433,-21.69499722,-17.40446587
4.631,-25.9100546,-3.725609804,-17.84548802,-3.699957297,-21.6798705,-17.39731431
4.632,-25.93226925,-3.725662317,-17.8379899,-3.700042623,-21.66476378,-17.39014086
4.633,-25.95446634,-3.725715175,-17.83046916,-3.700128413,-21.649677,-17.38294555
4.634,-25.97664457,-3.72576838,-17.82292584,-3.70021467,-21.63461011,-17.37572841
4.635,-25.9988026,-3.725821933,-17.81536,-3.700301393,-21.61956305,-17.36848947
4.636,-26.02093908,-3.725875837,-17.80777167,-3.700388586,-21.60453576,-17.36122876
4.637,-26.04305264,-3.725930093,-17.8001609,-3.700476248,-21.58952818,-17.35394632
4.638,-26.06514187,-3.725984703,-17.79252774,-3.700564382,-21.57454026,-17.34664218
4.639,-26.08720535,-3.72603967,-17.78487222,-3.700652989,-21.55957194,-17.33931637
4.64,-26.10924165,-3.726094994,-17.7771944,-3.70074207,-21.54462317,-17.33196892
4.641,-26.13124928,-3.726150679,-17.76949433,-3.700831627,-21.52969388,-17.32459987
4.642,-26.15322677,-3.726206726,-17.76177204,-3.700921662,-21.51478403,-17.31720925
4.643,-26.17517259,-3.726263137,-17.75402759,-3.701012176,-21.49989355,-17.3097971
4.644,-26.1970852,-3.726319913,-17.74626101,-3.70110317,-21.48502239,-17.30236344
4.645,-26.21896305,-3.726377058,-17.73847236,-3.701194646,-21.47017051,-17.29490831
4.646,-26.24080454,-3.726434572,-17.73066169,-3.701286605,-21.45533783,-17.28743175
4.647,-26.26260806,-3.726492458,-17.72282904,-3.701379049,-21.44052431,-17.27993379
4.648,-26.28437198,-3.726550718,-17.71497446,-3.701471979,-21.4257299,-17.27241446
4.649,-26.30609464,-3.726609355,-17.70709799,-3.701565397,-21.41095453,-17.26487381
4.65,-26.32777435,-3.726668369,-17.69919969,-3.701659304,-21.39619816,-17.25731186
4.651,-26.34940939,-3.726727763,-17.69127959,-3.701753703,-21.38146073,-17.24972866
4.652,-26.37099804,-3.726787539,-17.68333776,-3.701848593,-21.36674218,-17.24212424
4.653,-26.39253854,-3.726847699,-17.67537424,-3.701943977,-21.35204248,-17.23449863
4.654,-26.41402909,-3.726908245,-17.66738908,-3.702039857,-21.33736155,-17.22685187
4.655,-26.43546789,-3.726969179,-17.65938232,-3.702136233,-21.32269935,-17.219184
4.656,-26.4568531,-3.727030504,-17.65135402,-3.702233108,-21.30805583,-17.21149506
4.657,-26.47818286,-3.727092221,-17.64330423,-3.702330483,-21.29343094,-17.20378508
4.658,-26.49945528,-3.727154332,-17.63523299,-3.702428359,-21.27882461,-17.1960541
4.659,-26.52066845,-3.72721684,-17.62714036,-3.702526739,-21.26423681,-17.18830217
4.66,-26.54182043,-3.727279747,-17.61902638,-3.702625622,-21.24966748,-17.18052931
4.661,-26.56290926,-3.727343054,-17.61089111,-3.702725012,-21.23511656,-17.17273556
4.662,-26.58393294,-3.727406765,-17.6027346,-3.702824909,-21.22058401,-17.16492098
4.663,-26.60488947,-3.727470881,-17.59455689,-3.702925316,-21.20606978,-17.15708559
4.664,-26.62577679,-3.727535403,-17.58635804,-3.703026233,-21.19157381,-17.14922943
4.665,-26.64659285,-3.727600336,-17.57813811,-3.703127663,-21.17709605,-17.14135255
4.666,-26.66733554,-3.72766568,-17.56989713,-3.703229606,-21.16263646,-17.13345498
4.667,-26.68800276,-3.727731437,-17.56163517,-3.703332065,-21.14819499,-17.12553676
4.668,-26.70859236,-3.727797611,-17.55335228,-3.70343504,-21.13377158,-17.11759795
4.669,-26.72910218,-3.727864203,-17.5450485,-3.703538534,-21.11936618,-17.10963856
4.67,-26.74953,-3.727931215,-17.53672389,-3.703642549,-21.10497875,-17.10165866
4.671,-26.76987363,-3.72799865,-17.52837851,-3.703747085,-21.09060924,-17.09365827
4.672,-26.79013081,-3.72806651,-17.5200124,-3.703852144,-21.07625759,-17.08563745
4.673,-26.81029928,-3.728134796,-17.51162563,-3.703957728,-21.06192376,-17.07759622
4.674,-26.83037674,-3.728203513,-17.50321823,-3.704063839,-21.04760771,-17.06953465
4.675,-26.85036087,-3.72827266,-17.49479028,-3.704170477,-21.03330937,-17.06145276
4.676,-26.87024933,-3.728342242,-17.48634181,-3.704277646,-21.01902871,-17.0533506
4.677,-26.89003975,-3.72841226,-17.47787289,-3.704385345,-21.00476568,-17.04522821
4.678,-26.90972975,-3.728482716,-17.46938357,-3.704493578,-20.99052022,-17.03708564
4.679,-26.92931691,-3.728553614,-17.4608739,-3.704602344,-20.9762923,-17.02892294
4.68,-26.94879878,-3.728624954,-17.45234394,-3.704711647,-20.96208186,-17.02074014
4.681,-26.96817292,-3.728696739,-17.44379374,-3.704821488,-20.94788886,-17.01253728
4.682,-26.98743683,-3.728768973,-17.43522337,-3.704931868,-20.93371325,-17.00431442
4.683,-27.00658801,-3.728841656,-17.42663287,-3.705042789,-20.91955498,-16.9960716
4.684,-27.02562393,-3.728914792,-17.4180223,-3.705154253,-20.90541401,-16.98780887
4.685,-27.04454205,-3.728988383,-17.40939171,-3.705266261,-20.89129029,-16.97952626
4.686,-27.06333978,-3.72906243,-17.40074117,-3.705378815,-20.87718378,-16.97122383
4.687,-27.08201455,-3.729136938,-17.39207072,-3.705491916,-20.86309442,-16.96290162
4.688,-27.10056373,-3.729211907,-17.38338043,-3.705605566,-20.84902218,-16.95455967
4.689,-27.1189847,-3.72928734,-17.37467036,-3.705719768,-20.83496701,-16.94619804
4.69,-27.1372748,-3.729363241,-17.36594055,-3.705834521,-20.82092886,-16.93781677
4.691,-27.15543137,-3.72943961,-17.35719107,-3.705949829,-20.80690769,-16.92941591
4.692,-27.1734517,-3.729516451,-17.34842198,-3.706065693,-20.79290346,-16.92099551
4.693,-27.19133311,-3.729593766,-17.33963333,-3.706182114,-20.77891611,-16.91255561
4.694,-27.20907286,-3.729671558,-17.33082517,-3.706299095,-20.76494561,-16.90409626
4.695,-27.22666822,-3.729749828,-17.32199758,-3.706416636,-20.75099191,-16.89561751
4.696,-27.24411642,-3.72982858,-17.3131506,-3.706534739,-20.73705497,-16.8871194
4.697,-27.26141471,-3.729907816,-17.3042843,-3.706653407,-20.72313474,-16.878602
4.698,-27.27856028,-3.729987538,-17.29539874,-3.706772641,-20.70923118,-16.87006534
4.699,-27.29555035,-3.730067749,-17.28649397,-3.706892442,-20.69534424,-16.86150948
4.7,-27.3123821,-3.730148451,-17.27757005,-3.707012813,-20.68147389,-16.85293446
4.701,-27.32905271,-3.730229647,-17.26862704,-3.707133754,-20.66762008,-16.84434034
4.702,-27.34555934,-3.73031134,-17.25966501,-3.707255268,-20.65378277,-16.83572716
4.703,-27.36189914,-3.730393531,-17.25068401,-3.707377357,-20.63996191,-16.82709498
4.704,-27.37806927,-3.730476224,-17.24168411,-3.707500022,-20.62615746,-16.81844385
4.705,-27.39406684,-3.730559421,-17.23266536,-3.707623264,-20.61236939,-16.80977382
4.706,-27.40988901,-3.730643125,-17.22362782,-3.707747086,-20.59859764,-16.80108493
4.707,-27.42553287,-3.730727338,-17.21457156,-3.707871489,-20.58484218,-16.79237725
4.708,-27.44099556,-3.730812062,-17.20549664,-3.707996475,-20.57110296,-16.78365083
4.709,-27.45627417,-3.730897301,-17.19640311,-3.708122046,-20.55737995,-16.77490571
4.71,-27.47136582,-3.730983057,-17.18729105,-3.708248203,-20.5436731,-16.76614195
4.711,-27.48626761,-3.731069333,-17.1781605,-3.708374949,-20.52998237,-16.7573596
4.712,-27.50097664,-3.731156131,-17.16901155,-3.708502284,-20.51630772,-16.74855872
4.713,-27.51549001,-3.731243453,-17.15984424,-3.708630211,-20.50264911,-16.73973935
4.714,-27.52980483,-3.731331303,-17.15065863,-3.708758731,-20.48900649,-16.73090156
4.715,-27.54391819,-3.731419684,-17.14145481,-3.708887847,-20.47537984,-16.7220454
4.716,-27.55782721,-3.731508597,-17.13223281,-3.70901756,-20.46176911,-16.71317092
4.717,-27.571529,-3.731598046,-17.12299272,-3.709147871,-20.44817425,-16.70427817
4.718,-27.58502066,-3.731688033,-17.11373459,-3.709278782,-20.43459523,-16.69536722
4.719,-27.59829933,-3.73177856,-17.10445849,-3.709410296,-20.42103201,-16.68643811
4.72,-27.61136213,-3.731869632,-17.09516447,-3.709542414,-20.40748456,-16.67749091
4.721,-27.6242062,-3.731961249,-17.08585261,-3.709675138,-20.39395282,-16.66852566
4.722,-27.6368287,-3.732053416,-17.07652297,-3.709808469,-20.38043676,-16.65954243
4.723,-27.64922678,-3.732146135,-17.06717562,-3.70994241,-20.36693635,-16.65054128
4.724,-27.66139762,-3.732239408,-17.05781062,-3.710076961,-20.35345153,-16.64152225
4.725,-27.67333841,-3.732333238,-17.04842803,-3.710212126,-20.33998229,-16.6324854
4.726,-27.68504636,-3.732427628,-17.03902792,-3.710347906,-20.32652857,-16.6234308
4.727,-27.69651868,-3.732522581,-17.02961035,-3.710484302,-20.31309034,-16.6143585
4.728,-27.70775262,-3.7326181,-17.0201754,-3.710621316,-20.29966756,-16.60526856
4.729,-27.71874544,-3.732714187,-17.01072313,-3.71075895,-20.2862602,-16.59616103
4.73,-27.72949442,-3.732810846,-17.0012536,-3.710897207,-20.27286821,-16.58703599
4.731,-27.73999686,-3.732908078,-16.99176688,-3.711036087,-20.25949155,-16.57789347
4.732,-27.75025011,-3.733005887,-16.98226304,-3.711175593,-20.2461302,-16.56873355
4.733,-27.76025151,-3.733104276,-16.97274215,-3.711315726,-20.23278411,-16.55955629
4.734,-27.76999845,-3.733203248,-16.96320427,-3.711456489,-20.21945325,-16.55036174
4.735,-27.77948834,-3.733302805,-16.95364947,-3.711597882,-20.20613758,-16.54114997
4.736,-27.78871863,-3.73340295,-16.94407782,-3.711739909,-20.19283706,-16.53192103
4.737,-27.79768678,-3.733503686,-16.93448938,-3.71188257,-20.17955165,-16.52267498
4.738,-27.80639032,-3.733605016,-16.92488424,-3.712025869,-20.16628133,-16.5134119
4.739,-27.81482677,-3.733706943,-16.91526244,-3.712169805,-20.15302605,-16.50413183
4.74,-27.82299372,-3.73380947,-16.90562407,-3.712314382,-20.13978578,-16.49483484
4.741,-27.83088879,-3.7339126,-16.89596919,-3.712459601,-20.12656048,-16.485521
4.742,-27.83850964,-3.734016335,-16.88629788,-3.712605464,-20.11335012,-16.47619036
4.743,-27.84585395,-3.734120679,-16.87661019,-3.712751973,-20.10015466,-16.46684299
4.744,-27.85291948,-3.734225635,-16.86690621,-3.71289913,-20.08697407,-16.45747895
4.745,-27.859704,-3.734331205,-16.857186,-3.713046937,-20.0738083,-16.4480983
4.746,-27.86620534,-3.734437392,-16.84744963,-3.713195395,-20.06065734,-16.43870112
4.747,-27.87242137,-3.7345442,-16.83769717,-3.713344507,-20.04752113,-16.42928745
4.748,-27.87835003,-3.734651631,-16.82792869,-3.713494274,-20.03439965,-16.41985737
4.749,-27.88398927,-3.734759689,-16.81814428,-3.713644698,-20.02129287,-16.41041095
4.75,-27.88933713,-3.734868376,-16.80834398,-3.713795781,-20.00820074,-16.40094824
4.751,-27.89439167,-3.734977696,-16.79852789,-3.713947526,-19.99512323,-16.39146932
4.752,-27.89915103,-3.735087651,-16.78869606,-3.714099933,-19.98206032,-16.38197424
4.753,-27.90361338,-3.735198244,-16.77884858,-3.714253005,-19.96901196,-16.37246307
